video,frame,seed,ablation,stage,path_a,path_b,comparable,reason,exact_equal,both_finite,max_abs_err,mean_abs_err,mse,cosine_similarity,norm_a,norm_b,norm_ratio
01_person_walk,0,232440822,baseline,channel_output,awgn,digital_inprocess,True,,False,True,1.2453997135162354,0.2454523891210556,0.09384004771709442,0.9530800580978394,64.0,64.0,1.0
01_person_walk,0,232440822,baseline,controlnet_input_latent,awgn,digital_inprocess,True,,False,True,2.2359137535095215,0.29161396622657776,0.1753312349319458,0.8781147748095861,54.228607177734375,54.325557708740234,1.0017878115638874
01_person_walk,0,232440822,baseline,cur_snr,awgn,digital_inprocess,True,,False,True,0.2450103759765625,0.2450103759765625,0.06003008410334587,1.0,9.754989624023438,10.0,1.025116415846633
01_person_walk,0,232440822,baseline,cur_step,awgn,digital_inprocess,True,,False,True,0.0047713518142700195,0.0047713518142700195,2.2765798348700628e-05,0.9999999573444014,0.09568041563034058,0.09090906381607056,0.9501324091995582
01_person_walk,0,232440822,baseline,diffusion_latent_final,awgn,digital_inprocess,True,,False,True,0.9385004043579102,0.15906189382076263,0.040628582239151,0.97725097850071,59.93531036376953,60.770206451416016,1.013929953521208
01_person_walk,0,232440822,baseline,diffusion_latent_init,awgn,digital_inprocess,True,,False,True,1.2453997135162354,0.2454523891210556,0.09384004771709442,0.9530800580978394,64.0,64.0,1.0
01_person_walk,0,232440822,baseline,edge_mean,awgn,digital_inprocess,True,,True,True,0.0,0.0,0.0,1.0000019797053321,21.573455810546875,21.573455810546875,1.0
01_person_walk,0,232440822,baseline,edge_post_retransmit,awgn,digital_inprocess,True,,False,True,0.5591417551040649,0.01763080060482025,0.0024078539572656155,0.9562103565972228,21.41183853149414,20.89262580871582,0.9757511377635963
01_person_walk,0,232440822,baseline,edge_uncertainty_mean,awgn,digital_inprocess,True,,True,True,0.0,0.0,0.0,1.0000011122753643,17.904266357421875,17.904266357421875,1.0
01_person_walk,0,232440822,baseline,final_reconstruction,awgn,digital_inprocess,True,,False,True,0.11444339156150818,0.004541303031146526,4.7360965254483745e-05,0.9998925707700899,103.38963317871094,103.16995239257812,0.9978752145705644
01_person_walk,0,232440822,baseline,post_deserialize_latent_raw,awgn,digital_inprocess,False,missing_tensor,,,,,,,,,
01_person_walk,0,232440822,baseline,power_scalar,awgn,digital_inprocess,True,,True,True,0.0,0.0,0.0,1.0,64.0,64.0,1.0
01_person_walk,0,232440822,baseline,pre_serialize_latent,awgn,digital_inprocess,False,missing_tensor,,,,,,,,,
